DIVENUMBER,Date,Expedition,Leg,Dive,Site,Ocean,LargeMarineEcosystem,Country,FishCouncilRegion,Locality,SurveyID,Station,PI,PIAffiliation,Purpose,CruiseComments,EventID,SamplingEquipment,VehicleName,DataProvider,DataContact,Vessel,LocationAccuracy,WebSite,Citation
Hercules 1011719,20180922,101,,1719,Unnamed Seamount 10,North Pacific Ocean,Insular Pacific-Hawaiian,USA,Western Pacific,"Papah_naumoku_kea Marine National Monument (PMNM), Northwestern Hawaiian Islands, Unnamed Seamount 10",NA101,NA101-H1719,"Kelley, Christopher",University of Hawaiʻi,Explore seamounts located inside the Papah_naumoku_kea Marine National Monument (PMNM). Investigate how this chain of underwater mountains formed parallel to the Hawaiian Islands ridge and determine whether these seamounts support vibrant coral and sponge communities.,,NA101-H1719,ROV,Hercules,Ocean Exploration Trust; University of Hawaiʻi,Christopher Kelley,Nautilus,50,,
Hercules 1011720,20180923,101,,1720,Unnamed Seamount 9,North Pacific Ocean,Insular Pacific-Hawaiian,USA,Western Pacific,"Papah_naumoku_kea Marine National Monument (PMNM), Northwestern Hawaiian Islands, Unnamed Seamount 9",NA101,NA101-H1720,"Kelley, Christopher",University of Hawaiʻi,Explore seamounts located inside the Papah_naumoku_kea Marine National Monument (PMNM). Investigate how this chain of underwater mountains formed parallel to the Hawaiian Islands ridge and determine whether these seamounts support vibrant coral and sponge communities.,,NA101-H1720,ROV,Hercules,Ocean Exploration Trust; University of Hawaiʻi,Christopher Kelley,Nautilus,50,,
Hercules 1011721,20180924,101,,1721,Unnamed Seamount 6,North Pacific Ocean,Insular Pacific-Hawaiian,USA,Western Pacific,"Papah_naumoku_kea Marine National Monument (PMNM), Northwestern Hawaiian Islands, Unnamed Seamount 6",NA101,NA101-H1721,"Kelley, Christopher",University of Hawaiʻi,Explore seamounts located inside the Papah_naumoku_kea Marine National Monument (PMNM). Investigate how this chain of underwater mountains formed parallel to the Hawaiian Islands ridge and determine whether these seamounts support vibrant coral and sponge communities.,,NA101-H1721,ROV,Hercules,Ocean Exploration Trust; University of Hawaiʻi,Christopher Kelley,Nautilus,50,,
Hercules 1011722,20180925,101,,1722,Unnamed Seamount 4,North Pacific Ocean,Insular Pacific-Hawaiian,USA,Western Pacific,"Papah_naumoku_kea Marine National Monument (PMNM), Northwestern Hawaiian Islands, Unnamed Seamount 4",NA101,NA101-H1722,"Kelley, Christopher",University of Hawaiʻi,Explore seamounts located inside the Papah_naumoku_kea Marine National Monument (PMNM). Investigate how this chain of underwater mountains formed parallel to the Hawaiian Islands ridge and determine whether these seamounts support vibrant coral and sponge communities.,,NA101-H1722,ROV,Hercules,Ocean Exploration Trust; University of Hawaiʻi,Christopher Kelley,Nautilus,50,,
Hercules 1011723,20180926,101,,1723,Unnamed Seamount 3,North Pacific Ocean,Insular Pacific-Hawaiian,USA,Western Pacific,"Papah_naumoku_kea Marine National Monument (PMNM), Northwestern Hawaiian Islands, Unnamed Seamount 3",NA101,NA101-H1723,"Kelley, Christopher",University of Hawaiʻi,Explore seamounts located inside the Papah_naumoku_kea Marine National Monument (PMNM). Investigate how this chain of underwater mountains formed parallel to the Hawaiian Islands ridge and determine whether these seamounts support vibrant coral and sponge communities.,,NA101-H1723,ROV,Hercules,Ocean Exploration Trust; University of Hawaiʻi,Christopher Kelley,Nautilus,50,,
Hercules 1011724,20180927,101,,1724,Unnamed Seamount 5,North Pacific Ocean,Insular Pacific-Hawaiian,USA,Western Pacific,"Papah_naumoku_kea Marine National Monument (PMNM), Northwestern Hawaiian Islands, Unnamed Seamount 5",NA101,NA101-H1724,"Kelley, Christopher",University of Hawaiʻi,Explore seamounts located inside the Papah_naumoku_kea Marine National Monument (PMNM). Investigate how this chain of underwater mountains formed parallel to the Hawaiian Islands ridge and determine whether these seamounts support vibrant coral and sponge communities.,,NA101-H1724,ROV,Hercules,Ocean Exploration Trust; University of Hawaiʻi,Christopher Kelley,Nautilus,50,,
Hercules 1011725,20180928,101,,1725,Unnamed Seamount 2,North Pacific Ocean,Insular Pacific-Hawaiian,USA,Western Pacific,"Papah_naumoku_kea Marine National Monument (PMNM), Northwestern Hawaiian Islands, Unnamed Seamount 2",NA101,NA101-H1725,"Kelley, Christopher",University of Hawaiʻi,Explore seamounts located inside the Papah_naumoku_kea Marine National Monument (PMNM). Investigate how this chain of underwater mountains formed parallel to the Hawaiian Islands ridge and determine whether these seamounts support vibrant coral and sponge communities.,,NA101-H1725,ROV,Hercules,Ocean Exploration Trust; University of Hawaiʻi,Christopher Kelley,Nautilus,50,,
Hercules 1011726,20180930,101,,1726,Unnamed Seamount 1,North Pacific Ocean,Insular Pacific-Hawaiian,USA,Western Pacific,"Papah_naumoku_kea Marine National Monument (PMNM), Northwestern Hawaiian Islands, Unnamed Seamount 1",NA101,NA101-H1726,"Kelley, Christopher",University of Hawaiʻi,Explore seamounts located inside the Papah_naumoku_kea Marine National Monument (PMNM). Investigate how this chain of underwater mountains formed parallel to the Hawaiian Islands ridge and determine whether these seamounts support vibrant coral and sponge communities.,,NA101-H1726,ROV,Hercules,Ocean Exploration Trust; University of Hawaiʻi,Christopher Kelley,Nautilus,50,,
Hercules 1101757,20190628,110,,1757,Kingman Ridges,North Pacific,NA,USA,Western Pacific,"Kingman Reef and Palmyra Atoll Unit of the Pacific Remote Islands Marine National Monument, Southwest of Kingman Reef, Kingman Ridges, Southern Ridge",NA110,NA110-H1757,"Pockalny, Robert; Auscavitch, Steven",University of Rhode Island; Temple University,"Explore the unexplored southeast section of Kingman Ridge, starting downslope and heading upslope. Characterize the geological and biological structure of the ridge by collecting representative samples, as well as potentially new species.",,NA110-H1757,ROV,Hercules,Ocean Exploration Trust; University of Hawaiʻi,Sarah Bingo,Nautilus,50,,
Hercules 1101758,20190630,110,,1758,Palmyra Moats,North Pacific,NA,USA,Western Pacific,"Kingman Reef and Palmyra Atoll Unit of the Pacific Remote Islands Marine National Monument, Southeast of Palmyra Atoll, Volcanoes on Plateau",NA110,NA110-H1758,"Pockalny, Robert; Auscavitch, Steven",University of Rhode Island; Temple University,"Explore plateau with several small volcanoes (100-300m high), most of which encircled by moat-like depressions.  Characterize the biology and geology of the area, and take representative biological, geological, and water samples.",,NA110-H1758,ROV,Hercules,Ocean Exploration Trust; University of Hawaiʻi,Sarah Bingo,Nautilus,50,,
Hercules 1101759,20190701,110,,1759,Dragon's Back Seamount,North Pacific,NA,USA,Western Pacific,"Kingman Reef and Palmyra Atoll Unit of the Pacific Remote Islands Marine National Monument, South of Palmyra Atoll, Dragon's Back Seamount Southeastern Flank",NA110,NA110-H1759,"Pockalny, Robert; Auscavitch, Steven",University of Rhode Island; Temple University,"Explore the seamount feature starting on the SW side and track upslope toward the northwestward to the top of guyot platform, characterize and sample geological and biological features of the area.",,NA110-H1759,ROV,Hercules,Ocean Exploration Trust; University of Hawaiʻi,Sarah Bingo,Nautilus,50,,
Hercules 1101760,20190703,110,,1760,Jarvis Seamount 1,North Pacific,NA,USA,Western Pacific,"Kingman Reef and Palmyra Atoll Unit of the Pacific Remote Islands Marine National Monument, Northwest of Jarvis Island, Unnamed Seamount 1, Northern plateau",NA110,NA110-H1760,"Pockalny, Robert; Auscavitch, Steven",University of Rhode Island; Temple University,To characterize the geological structure and biological communities of an unexplored seamount northwest of Jarvis Island. To collect representative samples of this seamount.,,NA110-H1760,ROV,Hercules,Ocean Exploration Trust; University of Hawaiʻi,Sarah Bingo,Nautilus,50,,
Hercules 1101761,20190705,110,,1761,Jarvis Seamount 2,North Pacific,NA,USA,Western Pacific,"Kingman Reef and Palmyra Atoll Unit of the Pacific Remote Islands Marine National Monument, Northwest of Jarvis Island, Unnamed Seamount 2, Eastern Ridge",NA110,NA110-H1761,"Pockalny, Robert; Auscavitch, Steven",University of Rhode Island; Temple University,"Explore a seamount north of Jarvis Island, focusing on a volcanic ridge E-SE of a large carbonate platform and a 200 m high volcano on top of the platform. Characterize and sample representative geology and biology in the region.",,NA110-H1761,ROV,Hercules,Ocean Exploration Trust; University of Hawaiʻi,Sarah Bingo,Nautilus,50,,
Hercules 1101762,20190706,110,,1762,Jarvis Island,South Pacific,NA,USA,Western Pacific,"Kingman Reef and Palmyra Atoll Unit of the Pacific Remote Islands Marine National Monument, Jarvis Island, Southeastern Ridge",NA110,NA110-H1762,"Pockalny, Robert; Auscavitch, Steven",University of Rhode Island; Temple University,"Begin downslope on a ridge SE of Jarvis Island and move upslope, beginning around 1800 m and continuing to 250 m depth. Briefly intersects around 800 m depth with a 2017 Okeanos Explorer dive. Charaterize and sample the geology and biology of the area.",,NA110-H1762,ROV,Hercules,Ocean Exploration Trust; University of Hawaiʻi,Sarah Bingo,Nautilus,50,,
Hercules 1101763,20190707,110,,1763,Jarvis West,South Pacific,NA,USA,Western Pacific,"Kingman Reef and Palmyra Atoll Unit of the Pacific Remote Islands Marine National Monument, Jarvis Island, Western Flank",NA110,NA110-H1763,"Pockalny, Robert; Auscavitch, Steven",University of Rhode Island; Temple University,"To characterize the geological and biological structure of the Western side of the Jarvis Island by collecting biolgocal and geological samples, beginning at 700 m depth and proceed upslope to the east to final depth of ~250 m",,NA110-H1763,ROV,Hercules,Ocean Exploration Trust; University of Hawaiʻi,Sarah Bingo,Nautilus,50,,
Hercules 1121764,7/23/19,112,,1764,Swains Island,South Pacific,NA,USA,Western Pacific,"American Samoa, National Marine Sanctuary of American Samoa, Swains Island Unit, Swains Island, South Ridge",NA112,NA112-H1764,"Sudek, Mareike; Spathias, Hanae",National Marine Sanctuary of American Samoa,"Explore the geological and biological structure of the seamount by taking representative samples, conducting 100 m fish and benthic transects and photo mosaic surveys.",,NA112-H1764,ROV,Hercules,Ocean Exploration Trust; University of Hawaiʻi,Sarah Bingo,Nautilus,50,,
Hercules 1121765,7/26/19,112,,1765,Ofu-Olosega,South Pacific,NA,USA,Western Pacific,"American Samoa, Manu'a Islands, Ofu-Olosega, Northern Ridge",NA112,NA112-H1765,"Sudek, Mareike; Spathias, Hanae",National Marine Sanctuary of American Samoa,"Characterize the biological community and geological structure of the dive site by conducting video, stereo and photo mosaic surveys and obtain samples. Dive was cut short due to weather conditions.",,NA112-H1765,ROV,Hercules,Ocean Exploration Trust; University of Hawaiʻi,Sarah Bingo,Nautilus,50,,
Hercules 1121766,7/26/19,112,,1766,Ta'u,South Pacific,NA,USA,Western Pacific,"American Samoa, Manu'a Islands, Ta'u Unit, East Ridge",NA112,NA112-H1766,"Sudek, Mareike; Spathias, Hanae",National Marine Sanctuary of American Samoa,"Explore along East Ridge of Ta'u, characterizing biological community and seafloor via samples and photo/video transects",,NA112-H1766,ROV,Hercules,Ocean Exploration Trust; University of Hawaiʻi,Sarah Bingo,Nautilus,50,,
Hercules 1121767,7/28/19,112,,1767,Ta'u West,South Pacific,NA,USA,Western Pacific,"American Samoa, Manu'a Islands, Ta'u Unit, West Ridge",NA112,NA112-H1767,"Sudek, Mareike; Spathias, Hanae",National Marine Sanctuary of American Samoa,"Explore along West Ridge of Ta'u, characterizing biological community and seafloor via samples and photo/video transects",,NA112-H1767,ROV,Hercules,Ocean Exploration Trust; University of Hawaiʻi,Sarah Bingo,Nautilus,50,,
Hercules 1121768,7/30/19,112,,1768,Tutuila,South Pacific,NA,USA,Western Pacific,"American Samoa, Tutuila and Annu'u Islands, Southeast of Aunu’u Sanctuary Unit",NA112,NA112-H1768,"Sudek, Mareike; Spathias, Hanae",National Marine Sanctuary of American Samoa,Characterize biological community and geology through sample collection and photo transects at the south east part of the Aunu’u sanctuary research zone,,NA112-H1768,ROV,Hercules,Ocean Exploration Trust; University of Hawaiʻi,Sarah Bingo,Nautilus,50,,
Hercules 1121769,7/31/19,112,,1769,Tutuila North,South Pacific,NA,USA,Western Pacific,"American Samoa, Tutuila Island, Northern Shelf",NA112,NA112-H1769,"Sudek, Mareike; Spathias, Hanae",National Marine Sanctuary of American Samoa,"Explore the northern edge of the shelf, characterize the geological and biological structure by taking representative samples and conduct video and photo transects",,NA112-H1769,ROV,Hercules,Ocean Exploration Trust; University of Hawaiʻi,Sarah Bingo,Nautilus,50,,
Hercules 1121770,8/1/19,112,,1770,Vailuluu Seamount,South Pacific,NA,USA,Western Pacific,"American Samoa, National Marine Sanctuary of American Samoa, Muliāva Unit, Vailulu'u Seamount, Crater, Cone",NA112,NA112-H1770,"Sudek, Mareike; Spathias, Hanae",National Marine Sanctuary of American Samoa,To characterize the biological community and geology inside and outside the crater via representative sampling and conducting video and photo transects,,NA112-H1770,ROV,Hercules,Ocean Exploration Trust; University of Hawaiʻi,Sarah Bingo,Nautilus,50,,
Hercules 1121771,8/2/19,112,,1771,Ofu Olesega,South Pacific,NA,USA,Western Pacific,"American Samoa, Manu'a Islands, Ofu-Olosega, Northern Ridge",NA112,NA112-H1771,"Sudek, Mareike; Spathias, Hanae",National Marine Sanctuary of American Samoa,"Redive of Ofu, starting at T2 and continuing up ridge, sampling for biological and geological specimens to characterize the area",,NA112-H1771,ROV,Hercules,Ocean Exploration Trust; University of Hawaiʻi,Sarah Bingo,Nautilus,50,,
Hercules 1121772,8/3/19,112,,1772,Rose Atoll,South Pacific,NA,USA,Western Pacific,"American Samoa, National Marine Sanctuary of American Samoa, Muliāva Unit, Rose Atoll, Northern Ridge",NA112,NA112-H1772,"Sudek, Mareike; Spathias, Hanae",National Marine Sanctuary of American Samoa,"Characterize Rose Atoll (planned 1000m – 332m) though sample collection of biological and geological speciments, and photo transits",,NA112-H1772,ROV,Hercules,Ocean Exploration Trust; University of Hawaiʻi,Sarah Bingo,Nautilus,50,,
Hercules 1121773,8/3/19,112,,1773,Vailuluu,South Pacific,NA,USA,Western Pacific,"American Samoa, National Marine Sanctuary of American Samoa, Muliāva Unit, Vailulu'u Seamount, Crater Rim",NA112,NA112-H1773,"Sudek, Mareike; Spathias, Hanae",National Marine Sanctuary of American Samoa,"Re-visit on the previously discovered vent side, photo survey the area and sample sediment, bacteria and fauna on vent area",,NA112-H1773,ROV,Hercules,Ocean Exploration Trust; University of Hawaiʻi,Sarah Bingo,Nautilus,50,,
Hercules 1141783,8/30/19,114,,1783,Unnamed Seamount,South Pacific,NA,USA,Western Pacific,"USA EEZ in Pacific Remote Islands Area, unnamed seamount south of Titov Seamount, South Ridge",NA114,NA114-H1783,"Petruncio, Emil; Weinnig, Alexis",United States Naval Academy; Temple University,Explore the unnamed seamount south of Baker Island starting at 2250m. Characterize the geological structure of the seafloor & the biological community in terms of abundance and diversity of mobile & attached faunas.,,NA114-H1783,ROV,Hercules,Ocean Exploration Trust; University of Hawaiʻi,Sarah Bingo,Nautilus,50,,
Deep Discoverer 1141784,8/31/19,114,,1784,Baker Island,North Pacific,NA,USA,Western Pacific,"Howland & Baker Unit of the Pacific Remote Islands Marine National Monument, Baker Island, Southwest Ridge",NA114,NA114-H1784,"Petruncio, Emil; Weinnig, Alexis",United States Naval Academy; Temple University,"Explore transect up southeast flank of Baker Island, sample corals, rocks, eDNA",,NA114-H1784,ROV,Hercules,Ocean Exploration Trust; University of Hawaiʻi,Sarah Bingo,Nautilus,50,,
Hercules 1141785,9/2/19,114,,1785,Howland Island,North Pacific,NA,USA,Western Pacific,"Howland & Baker Unit of the Pacific Remote Islands Marine National Monument, Howland Island, Northwest Ridge",NA114,NA114-H1785,"Petruncio, Emil; Weinnig, Alexis",United States Naval Academy; Temple University,Explore Howland Island to characterize the geological structure of the seafloor and gain insight on the biological community in terms of abundance and diversity of mobile and attached faunas,,NA114-H1785,ROV,Hercules,Ocean Exploration Trust; University of Hawaiʻi,Sarah Bingo,Nautilus,50,,
Hercules 1141786,9/4/19,114,,1786,Unnamed Seamount 2,North Pacific,NA,USA,Western Pacific,"Howland & Baker Unit of the Pacific Remote Islands Marine National Monument, Unnamed Seamount Northwest of Howland Island, South Ridge",NA114,NA114-H1786,"Petruncio, Emil; Weinnig, Alexis",United States Naval Academy; Temple University,"Explore the southern flank of an unnamed seamount in the NW corner of the Howland Baker Unit, sample for deep sea corals, rocks, and eDNA",,NA114-H1786,ROV,Hercules,Ocean Exploration Trust; University of Hawaiʻi,Sarah Bingo,Nautilus,50,,
Hercules 1141787,9/8/19,114,,1787,Unexplored Guyot,North Pacific,NA,NA,NA,"Pacific Ocean International Waters between Howland Island and Johnston Atoll, Unnamed Guyot, Southwest Ridge and Summit ",NA114,NA114-H1787,"Petruncio, Emil; Weinnig, Alexis",United States Naval Academy; Temple University,"Explore a previously unmapped and unexplored guyot, look for signs of subaerial erosion, reefs, beaches, rounded cobbles, and sample for corals",,NA114-H1787,ROV,Hercules,Ocean Exploration Trust; University of Hawaiʻi,Sarah Bingo,Nautilus,50,,
Hercules 1141788,9/12/19,114,,1788,Johnston Atoll Deep,North Pacific,NA,USA,Western Pacific,"Johnston Atoll Unit of Pacific Remote Islands Marine National Monument, Johnston Atoll, Southwestern Slope",NA114,NA114-H1788,"Petruncio, Emil; Weinnig, Alexis",United States Naval Academy; Temple University,"Explore the deep portions of the Johnston Atoll, characterize geologic structure of sea floor and the associated biological communities, sample rocks for geologic and geochemical analysis and target poorly known biologic taxa for collections. ",,NA114-H1788,ROV,Hercules,Ocean Exploration Trust; University of Hawaiʻi,Sarah Bingo,Nautilus,50,,
Hercules 1141789,9/13/19,114,,1789,Johnston Atoll Shallow,North Pacific,NA,USA,Western Pacific,"Johnston Atoll Unit of Pacific Remote Islands Marine National Monument, Johnston Atoll, Southwestern Terrace and Summit",NA114,NA114-H1789,"Petruncio, Emil; Weinnig, Alexis",United States Naval Academy; Temple University,"Exploring shallow SW flank of Johnston Island, sampling for corals, rocks, eDNA water, and other bio organisms of interest",,NA114-H1789,ROV,Hercules,Ocean Exploration Trust; University of Hawaiʻi,Sarah Bingo,Nautilus,50,,
SuBastian 1907260280,,190726,,280,Hess Rise,North Pacific,NA,NA,NA,Hess Rise,FK190726,FK190726-S0280,"Watling, Les",University of Hawaiʻi,"The primary objective is to determine the nature, location, and extent of the biogeographic transition between the North Pacific and North Pacific Boreal bathyal provinces (as defined in Watling et al. 2013) and to understand their phylogeographic connection.",,FK190726-S0280,ROV,Subastian,Schmidt Ocean Institute; University of Hawaiʻi,Sarah Bingo,Falkor,50,,
SuBastian 1907260281,,190726,,281,Suiko Seamount,North Pacific,NA,NA,NA,"Emperor Seamount Chain, Suiko Seamount",FK190726,FK190726-S0281,"Watling, Les",University of Hawaiʻi,"The primary objective is to determine the nature, location, and extent of the biogeographic transition between the North Pacific and North Pacific Boreal bathyal provinces (as defined in Watling et al. 2013) and to understand their phylogeographic connection.",,FK190726-S0281,ROV,Subastian,Schmidt Ocean Institute; University of Hawaiʻi,Sarah Bingo,Falkor,50,,
SuBastian 1907260282,,190726,,282,Suiko Seamount,North Pacific,NA,NA,NA,"Emperor Seamount Chain, Suiko Seamount",FK190726,FK190726-S0282,"Watling, Les",University of Hawaiʻi,"The primary objective is to determine the nature, location, and extent of the biogeographic transition between the North Pacific and North Pacific Boreal bathyal provinces (as defined in Watling et al. 2013) and to understand their phylogeographic connection.",,FK190726-S0282,ROV,Subastian,Schmidt Ocean Institute; University of Hawaiʻi,Sarah Bingo,Falkor,50,,
SuBastian 1907260283,,190726,,283,Yomei Seamount,North Pacific,NA,NA,NA,"Emperor Seamount Chain, Yomei Seamount",FK190726,FK190726-S0283,"Watling, Les",University of Hawaiʻi,"The primary objective is to determine the nature, location, and extent of the biogeographic transition between the North Pacific and North Pacific Boreal bathyal provinces (as defined in Watling et al. 2013) and to understand their phylogeographic connection.",,FK190726-S0283,ROV,Subastian,Schmidt Ocean Institute; University of Hawaiʻi,Sarah Bingo,Falkor,50,,
SuBastian 1907260284,,190726,,284,Godaigo Seamount,North Pacific,NA,NA,NA,"Emperor Seamount Chain, Godaigo Seamount",FK190726,FK190726-S0284,"Watling, Les",University of Hawaiʻi,"The primary objective is to determine the nature, location, and extent of the biogeographic transition between the North Pacific and North Pacific Boreal bathyal provinces (as defined in Watling et al. 2013) and to understand their phylogeographic connection.",,FK190726-S0284,ROV,Subastian,Schmidt Ocean Institute; University of Hawaiʻi,Sarah Bingo,Falkor,50,,
SuBastian 1907260285,,190726,,285,Nintoku Seamount,North Pacific,NA,NA,NA,"Emperor Seamount Chain, Nintoku Seamount",FK190726,FK190726-S0285,"Watling, Les",University of Hawaiʻi,"The primary objective is to determine the nature, location, and extent of the biogeographic transition between the North Pacific and North Pacific Boreal bathyal provinces (as defined in Watling et al. 2013) and to understand their phylogeographic connection.",,FK190726-S0285,ROV,Subastian,Schmidt Ocean Institute; University of Hawaiʻi,Sarah Bingo,Falkor,50,,
SuBastian 1907260286,,190726,,286,Nintoku Seamount,North Pacific,NA,NA,NA,"Emperor Seamount Chain, Nintoku Seamount",FK190726,FK190726-S0286,"Watling, Les",University of Hawaiʻi,"The primary objective is to determine the nature, location, and extent of the biogeographic transition between the North Pacific and North Pacific Boreal bathyal provinces (as defined in Watling et al. 2013) and to understand their phylogeographic connection.",,FK190726-S0286,ROV,Subastian,Schmidt Ocean Institute; University of Hawaiʻi,Sarah Bingo,Falkor,50,,
SuBastian 1907260287,,190726,,287,Jingu Seamount,North Pacific,NA,NA,NA,"Emperor Seamount Chain, Jingu Seamount",FK190726,FK190726-S0287,"Watling, Les",University of Hawaiʻi,"The primary objective is to determine the nature, location, and extent of the biogeographic transition between the North Pacific and North Pacific Boreal bathyal provinces (as defined in Watling et al. 2013) and to understand their phylogeographic connection.",,FK190726-S0287,ROV,Subastian,Schmidt Ocean Institute; University of Hawaiʻi,Sarah Bingo,Falkor,50,,
SuBastian 1907260288,,190726,,288,Annei Seamount,North Pacific,NA,NA,NA,"Emperor Seamount Chain, Annei Seamount",FK190726,FK190726-S0288,"Watling, Les",University of Hawaiʻi,"The primary objective is to determine the nature, location, and extent of the biogeographic transition between the North Pacific and North Pacific Boreal bathyal provinces (as defined in Watling et al. 2013) and to understand their phylogeographic connection.",,FK190726-S0288,ROV,Subastian,Schmidt Ocean Institute; University of Hawaiʻi,Sarah Bingo,Falkor,50,,
SuBastian 1907260289,,190726,,289,Annei Seamount,North Pacific,NA,NA,NA,"Emperor Seamount Chain, Annei Seamount",FK190726,FK190726-S0289,"Watling, Les",University of Hawaiʻi,"The primary objective is to determine the nature, location, and extent of the biogeographic transition between the North Pacific and North Pacific Boreal bathyal provinces (as defined in Watling et al. 2013) and to understand their phylogeographic connection.",,FK190726-S0289,ROV,Subastian,Schmidt Ocean Institute; University of Hawaiʻi,Sarah Bingo,Falkor,50,,
SuBastian 1907260290,,190726,,290,Koko Seamount,North Pacific,NA,NA,NA,"Emperor Seamount Chain, Koko Seamount",FK190726,FK190726-S0290,"Watling, Les",University of Hawaiʻi,"The primary objective is to determine the nature, location, and extent of the biogeographic transition between the North Pacific and North Pacific Boreal bathyal provinces (as defined in Watling et al. 2013) and to understand their phylogeographic connection.",,FK190726-S0290,ROV,Subastian,Schmidt Ocean Institute; University of Hawaiʻi,Sarah Bingo,Falkor,50,,
Deep Discoverer 19050201,8/29/19,1905,2,1,Gully Canyon,North Atlantic,Scotian Shelf,CAN,Fisheries and Oceans Canada,"Canadian Atlantic Continental Margin, Scotian Shelf, Gully Marine Protected Area, Canyon",EX1905L2,D2-EX1905L2-01,,,The overarching purpose of the expedition was to collect critical baseline information about unknown and poorly understood deep water areas of the U.S. and Canadian Atlantic continental margin.,,D2-EX1905L2-01,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research; University of Hawaiʻi,Sarah Bingo,Okeanos Explorer,50,,
Deep Discoverer 19050202,8/30/19,1905,2,2,Verrill Steps,North Atlantic,Scotian Shelf,CAN,Fisheries and Oceans Canada,"Canadian Atlantic Continental Margin, Scotian Shelf, Verrill Canyon, Steps",EX1905L2,D2-EX1905L2-02,,,The overarching purpose of the expedition was to collect critical baseline information about unknown and poorly understood deep water areas of the U.S. and Canadian Atlantic continental margin.,,D2-EX1905L2-02,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research; University of Hawaiʻi,Sarah Bingo,Okeanos Explorer,50,,
Deep Discoverer 19050203,8/31/19,1905,2,3,Vazella Sponge Grounds,North Atlantic,Scotian Shelf,CAN,Fisheries and Oceans Canada,"Canadian Atlantic Continental Margin, Scotian Shelf, Vazella Sponge Grounds",EX1905L2,D2-EX1905L2-03,,,The overarching purpose of the expedition was to collect critical baseline information about unknown and poorly understood deep water areas of the U.S. and Canadian Atlantic continental margin.,,D2-EX1905L2-03,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research; University of Hawaiʻi,Sarah Bingo,Okeanos Explorer,50,,
Deep Discoverer 19050204,9/1/19,1905,2,4,Northeast Channel,North Atlantic,Scotian Shelf,CAN,Fisheries and Oceans Canada,Northeast Channel Coral Conservation Area,EX1905L2,D2-EX1905L2-04,,,The overarching purpose of the expedition was to collect critical baseline information about unknown and poorly understood deep water areas of the U.S. and Canadian Atlantic continental margin.,,D2-EX1905L2-04,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research; University of Hawaiʻi,Sarah Bingo,Okeanos Explorer,50,,
Deep Discoverer 19050205,9/2/19,1905,2,5,Unnamed Canyon,North Atlantic,Northeast U.S. Continental Shelf,USA,New England,"U.S. and Canadian Atlantic Continental Margin, New England Shelf, Unnamed Canyon",EX1905L2,D2-EX1905L2-05,,,The overarching purpose of the expedition was to collect critical baseline information about unknown and poorly understood deep water areas of the U.S. and Canadian Atlantic continental margin.,,D2-EX1905L2-05,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research; University of Hawaiʻi,Sarah Bingo,Okeanos Explorer,50,,
Deep Discoverer 19050206,9/3/19,1905,2,6,Kinlan Canyon,North Atlantic,Northeast U.S. Continental Shelf,USA,New England,"U.S. and Canadian Atlantic Continental Margin, New England Shelf, Kinlan Canyon",EX1905L2,D2-EX1905L2-06,,,The overarching purpose of the expedition was to collect critical baseline information about unknown and poorly understood deep water areas of the U.S. and Canadian Atlantic continental margin.,,D2-EX1905L2-06,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research; University of Hawaiʻi,Sarah Bingo,Okeanos Explorer,50,,
Deep Discoverer 19050207,9/4/19,1905,2,7,Oceanographer Canyon,North Atlantic,Northeast U.S. Continental Shelf,USA,New England,"U.S. and Canadian Atlantic Continental Margin, New England Shelf, Northeast Canyons and Seamounts Marine National Monument, Oceanographer Canyon",EX1905L2,D2-EX1905L2-07,,,The overarching purpose of the expedition was to collect critical baseline information about unknown and poorly understood deep water areas of the U.S. and Canadian Atlantic continental margin.,,D2-EX1905L2-07,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research; University of Hawaiʻi,Sarah Bingo,Okeanos Explorer,50,,
Deep Discoverer 19050208,9/9/19,1905,2,8,Bear Seamount eastern slope,North Atlantic,NA,USA,New England,"U.S. Atlantic Continental Margin, New England Shelf, Northeast Canyons and Seamounts Marine National Monument, Bear Seamount eastern slope",EX1905L2,D2-EX1905L2-08,,,The overarching purpose of the expedition was to collect critical baseline information about unknown and poorly understood deep water areas of the U.S. and Canadian Atlantic continental margin.,,D2-EX1905L2-08,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research; University of Hawaiʻi,Sarah Bingo,Okeanos Explorer,50,,
Deep Discoverer 19050209,9/10/19,1905,2,9,Retriever Seamount,North Atlantic,NA,USA,New England,"U.S. Atlantic Continental Margin, New England Shelf, Northeast Canyons and Seamounts Marine National Monument, Retriever Seamount",EX1905L2,D2-EX1905L2-09,,,The overarching purpose of the expedition was to collect critical baseline information about unknown and poorly understood deep water areas of the U.S. and Canadian Atlantic continental margin.,,D2-EX1905L2-09,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research; University of Hawaiʻi,Sarah Bingo,Okeanos Explorer,50,,
